temp,humidity,predicted_disease,image_path
22.0,91.7,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\2f8bcf08-19de-4aa3-a60d-fa6593a53359___JR_Sept.L.S 2679_180deg.JPG
22.5,88.3,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls35_lower.jpg
22.7,88.3,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\2eb010be-cfb9-40cf-9b69-0521e5ecf2a1___Matt.S_CG 1263_180deg.JPG
21.1,96.6,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\9b52dfbf-f3d7-4777-a620-7eaa6d3086aa___Matt.S_CG 6156.JPG
22.4,85.9,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\f4c72190-f1cf-4421-9cb1-bc69b5b621dd___JR_Sept.L.S 2509.JPG
23.1,85.3,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\c55b187d-939e-4394-8306-d310764c30f6___Matt.S_CG 2479.JPG
22.9,89.6,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\aug_3860.jpg
22.7,86.7,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\3dd32fea-62e8-4ae9-b307-5513e845b519___JR_Sept.L.S 2663_flipTB.JPG
24.3,86.7,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls81_change_270.jpg
22.2,93.2,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\3af1fd7b-aca5-405e-b4ab-3615eaa6c0df___Matt.S_CG 6915_flipTB.JPG
22.3,91.1,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\18e46966-a79e-4f9d-a91c-b65f3f8488d2___Matt.S_CG 0872.JPG
21.8,92.0,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\9eb517fe-cc34-41d9-9ab8-fb638146707a___Matt.S_CG 7737.JPG
23.6,88.0,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\SS_ (445).jpg
23.3,90.7,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\2f161206-d4aa-4e2a-a0a5-96213d42198d___JR_Sept.L.S 2589_180deg.JPG
22.9,91.7,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\144f0195-69a2-4bdb-aebb-70f62b2bcff4___Matt.S_CG 7547.JPG
22.8,92.6,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls16_change_90.jpg
22.2,91.8,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\42184af4-cb8b-4287-b000-04fa630a167f___Matt.S_CG 2424.JPG
22.3,92.6,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\c5dda767-1685-414e-bcfe-4f0f09328c0b___JR_Sept.L.S 2521.JPG
21.7,92.4,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Cassie-1-1q9ffyq.jpg
21.9,94.5,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\6078710516023296-jpeg_jpg.rf.3d25f504deab6af109d153752d2864fe.jpg
21.0,86.5,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\aug_3861.jpg
21.6,86.8,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls15_lower.jpg
20.7,93.3,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\6ab1d41b-ce72-4019-9852-5627d34aa0e2___JR_Sept.L.S 2711.JPG
21.2,90.5,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\53bd5f98-4343-4421-bf83-f970bce432bb___JR_Sept.L.S 8509.JPG
21.0,90.7,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls10_mirror.jpg
21.8,87.1,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\SS_ (935).jpg
21.4,92.6,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\SS_ (439).jpg
21.8,87.1,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\b8f26cf7-692f-4f77-bbe5-e6ba091ac2cb___Keller.St_CG 1941.JPG
21.2,85.2,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\6fedc093-cd0a-4aae-8a93-aa9fea75bf6c___Keller.St_CG 1947.JPG
21.4,86.2,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls2_change_270.jpg
21.1,86.5,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\3a89c017-4b4b-4f64-a018-05c98a2fa611___Matt.S_CG 1219.JPG
21.6,85.2,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\beb68b2e-8410-4421-ac36-2ee33bf6e69a___Matt.S_CG 0871.JPG
21.3,95.3,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\2c83508f-bec1-4962-add3-f16cf5620193___Keller.St_CG 1926_flipTB.JPG
21.6,92.5,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls60_hight.jpg
22.5,87.8,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\184031fe-22fe-479d-bb2d-9bb7122d60a9___Matt.S_CG 0881.JPG
21.8,87.6,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\963549d4-2e44-4b10-8e73-9d955a80949c___Keller.St_CG 1946.JPG
20.9,85.2,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\d90c2358-fa7a-4ad8-913f-37ff4cfd29d0___JR_Sept.L.S 8346.JPG
23.8,88.2,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\c63725ce-e02c-4492-ba93-20a2cca9b45b___Matt.S_CG 7615.JPG
23.9,88.2,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\796b5446-9007-427b-8ac0-2264a67569e0___Matt.S_CG 6541.JPG
23.9,85.8,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\d5380a5d-03bb-46d1-ae25-b245f3eec822___Matt.S_CG 7626.JPG
23.2,85.7,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\bfb5ed4d-3ab7-4b59-88be-d49f685be1c3___Matt.S_CG 0760.JPG
22.8,85.9,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\a68bc7e8-ac57-4c01-89d3-a53e2cb80480___Matt.S_CG 1536.JPG
22.7,86.9,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\31762015-58df-4fd1-a50d-25710877bbad___JR_Sept.L.S 2480.JPG
22.3,92.5,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\51357363-ec5f-4e60-a8ad-43911cd15c16___Matt.S_CG 7854.JPG
22.1,92.8,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\c0273404-800px-wm.jpg
23.1,87.8,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\5516100468998144-jpeg_jpg.rf.3cee73d42ad8fab4b61f22dfdf41a0ee.jpg
22.1,94.1,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\SS_ (396).jpg
23.3,87.1,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls6_mirror.jpg
22.2,92.5,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\aug_3904.jpg
22.1,91.0,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\e6ece834-f699-413b-baf7-2a66e3a38575___Keller.St_CG 1828.JPG
22.2,91.8,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\2e656e51-9eab-4873-9a8e-f27811215256___Matt.S_CG 2509_180deg.JPG
23.1,89.1,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\38d4dce3-2aea-4488-a5ef-1d95c25b6e69___Matt.S_CG 1384.JPG
23.5,86.3,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\SS_ (599).jpg
23.4,86.3,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\SS_ (919).jpg
23.0,86.4,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\26f9e49d-d900-4607-96c4-3139ba4db3d5___Matt.S_CG 6067.JPG
22.9,87.0,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls72_change_180.jpg
23.4,89.1,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\cfe066a7-1a1c-4b23-8241-dad4cc5660da___Matt.S_CG 7718.JPG
23.1,88.4,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls53_mirror_vertical.jpg
22.1,88.9,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls52_change_270.jpg
22.8,88.6,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\0a25f893-1b5f-4845-baa1-f68ac03d96ac___Matt.S_CG 7863_180deg.JPG
22.6,89.6,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\e94aaf1a-0c1b-4020-87f0-93c74f929f1c___JR_Sept.L.S 8496.JPG
22.8,89.0,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\fb9766cd-052f-42df-96db-33602cf051e6___Matt.S_CG 6051.JPG
22.6,87.7,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\tomato-badleaves_jpg.rf.10f0220e73e8afda6479fde44c5871c4.jpg
22.4,86.6,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\b8761d9f-9f66-4e83-a712-507e05010403___Keller.St_CG 1806.JPG
23.4,89.9,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\f214d421-d6a3-4152-9e8f-db81ceb32dd1___Matt.S_CG 7811.JPG
23.5,85.4,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\image.jpg
23.3,85.8,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\d2855259-5c5b-42b9-9357-67ac58d21d44___Matt.S_CG 7614.JPG
23.8,85.3,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\baeeb93d-df9f-489a-a019-5adc8cf361a3___Matt.S_CG 7450.JPG
24.1,85.5,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls51_mirror_vertical.jpg
22.7,90.6,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\5d323cba-03e6-402c-b2fd-19d00f751c31___Matt.S_CG 6742.JPG
23.4,89.3,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\SS_ (755).jpg
22.4,92.8,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls13_change_270.jpg
23.1,88.9,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\aug_3773.jpg
23.2,89.7,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\3b746726-44a4-450e-b8e7-1bf33d5d8d4b___Matt.S_CG 7852.JPG
22.4,91.1,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\bfb5ed4d-3ab7-4b59-88be-d49f685be1c3___Matt.S_CG 0760.JPG
22.9,87.3,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\178dcc84-1b4a-4ca0-babc-3aff38a1d2de___Matt.S_CG 7394.JPG
23.8,87.7,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\SS_ (434).jpg
24.4,85.7,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls62_change_180.jpg
22.9,90.2,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls21_mirror.jpg
23.2,87.9,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\49c6df4f-6528-479b-af7d-613aed9a0026___Keller.St_CG 1890.JPG
22.5,87.5,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\2b526b63-b759-4187-ab73-ce49ebb07191___JR_Sept.L.S 2681_flipTB.JPG
23.0,86.0,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\SS_ (345).jpg
22.8,88.3,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls36_mirror.jpg
22.2,87.8,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\3c553993-c2e9-40f3-b65e-5fa1170b5bb7___Keller.St_CG 1839_180deg.JPG
22.2,87.0,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\79f0e1e3-7275-46a5-b4de-fbf5410dae80___JR_Sept.L.S 8482.JPG
21.7,91.6,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\2987271e-1fdf-4e7c-9c88-bbb4a50b98d3___JR_Sept.L.S 2525.JPG
21.6,87.6,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\1ad425d4-caa9-44da-b99f-a951fda7ec94___Keller.St_CG 1835_180deg.JPG
20.9,93.5,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls10_change_90.jpg
21.8,91.6,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls29.jpg
22.6,91.4,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls30_change_270.jpg
22.6,89.6,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\aug_3694.jpg
22.7,90.2,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\262d9b58-6733-4da4-aa2e-4fa0ca34b3e1___Matt.S_CG 7523.JPG
22.5,87.5,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\de4a4bd4-b611-46fd-8190-cff651b56326___Matt.S_CG 6718.JPG
21.0,96.8,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\281da113-7611-44bf-9df7-b742fcbce900___JR_Sept.L.S 8568.JPG
21.0,97.0,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\SS_ (953)2.jpg
21.9,92.6,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\e301a5e1-ab4c-4a82-b79f-074a8147827f___Matt.S_CG 0839.JPG
22.7,86.3,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\4a2f0e3e-8769-4550-a111-7755bc2c74db___Matt.S_CG 7846_180deg.JPG
23.1,85.3,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\SS_ (559).jpg
21.0,88.1,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls50_mirror.jpg
20.8,93.3,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls51_mirror.jpg
20.8,93.2,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\ef9c5aec-0f5e-42d3-8d37-9e1da11ead91___Matt.S_CG 6633.JPG
22.5,85.2,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\47b7c127-2842-42ef-8deb-fffeb63eff5b___Matt.S_CG 6159.JPG
21.5,89.2,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\e3cf776f-6089-4d1d-bc0d-d6102ac4c7d4___Matt.S_CG 1047.JPG
22.0,86.9,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls1_change_270.jpg
22.7,85.4,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\2967e646-0a62-4db8-a568-57c1e14c93b5___JR_Sept.L.S 8428.JPG
22.4,85.3,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\e74261a8-7e3a-43b5-a4de-16a7946b5d8f___Matt.S_CG 1049.JPG
21.5,86.6,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\8f2c9096-f0af-4f68-a0cb-9343ac4eacb2___Matt.S_CG 1228.JPG
20.8,89.0,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\b1dfed90-caa1-4fb9-a8ea-627a290403a3___Matt.S_CG 7538.JPG
21.0,86.4,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls16.JPG
20.9,86.2,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Septoria_Leaf_Spot_of_Tomato2241-450x300_jpg.rf.5097976c47179c775ad8c53e0f70bb3b.jpg
20.4,85.9,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\aug_3786.jpg
22.8,90.7,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\septoria-on-rudbeckia_jpg.rf.9494b809f80a0751c70e1a80992a7ce2.jpg
22.8,85.4,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\2ee8fa50-545b-4de2-9b26-6af401c46ede___JR_Sept.L.S 2696_180deg.JPG
21.5,93.3,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\SS_ (423).jpg
23.1,88.4,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\SS_ (429).jpg
24.3,85.2,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\6cafca52-cbe9-46cb-aeeb-d588dd8c14af___Matt.S_CG 5982.JPG
23.9,89.4,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Septoria-Tomato_jpg.rf.922cb3299bfad2e24b2c00368777d856.jpg
24.0,88.5,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\14c04ba8-7151-4797-8e35-e3732dcab1ca___Matt.S_CG 7529.JPG
21.2,94.5,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\SS_ (483).jpg
22.1,85.2,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls8_lower.jpg
23.7,86.9,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls78_change_270.jpg
23.6,85.5,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\SS_ (942).jpg
22.7,86.2,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\aug_3873.jpg
22.2,88.4,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\092bc641-e271-4bf6-bbe7-451fd3ffc6f1___JR_Sept.L.S 8484.JPG
21.9,93.7,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls50.JPG
21.8,88.5,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls68_mirror_vertical.jpg
22.0,90.4,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\3ddb7094-9ee7-473d-8a01-b48ce8eda506___Matt.S_CG 6719.JPG
22.6,86.5,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\15ad0147-6e02-43a7-b215-1be0dc719776___Matt.S_CG 7788.JPG
21.9,91.0,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls65.JPG
22.0,87.3,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\0a25f893-1b5f-4845-baa1-f68ac03d96ac___Matt.S_CG 7863_flipTB.JPG
21.8,88.0,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls27_lower.jpg
22.3,86.2,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\SS_ (446).jpg
22.2,89.7,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\SS_ (521).jpg
23.3,85.9,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\aug_3743.jpg
22.6,89.9,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls41_change_180.jpg
22.9,85.3,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\4f35adfa-03b3-4562-b970-19548dda84d1___Matt.S_CG 2457_flipTB.JPG
23.6,90.4,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\8e674c81-54a9-4da9-b764-db74f3f377fc___Matt.S_CG 6791.JPG
24.2,85.6,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls82_mirror.jpg
22.8,88.8,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\2e8ffaaa-1ddd-436d-8672-b3274acf0067___Matt.S_CG 7806_flipTB.JPG
22.1,92.0,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\b5cdcab0-075d-4861-9b0d-a98c88d56f58___JR_Sept.L.S 2699.JPG
22.1,94.4,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls48_change_270.jpg
21.5,93.3,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\7a54f605-84c0-4344-8fbd-69bd6b34eebd___JR_Sept.L.S 8547.JPG
21.7,91.4,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\1f55c2e9-67b2-4377-a426-4932a77c3439___Matt.S_CG 7778_flipTB.JPG
22.2,91.4,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\e479d798-59a4-4ee7-ac68-730316ec65c1___Keller.St_CG 1776.JPG
22.3,88.8,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\0ca7ed02-4540-47df-b01d-194b23226a2d___Matt.S_CG 1733_flipTB.JPG
22.3,85.3,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\6bda66a5-562c-4ad9-9e14-7d76dcbd4eef___Keller.St_CG 1880.JPG
23.1,86.9,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\SS_ (385).jpg
22.9,90.0,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\f3e6061a-4425-4975-98e1-bfac4dc21a0e___Keller.St_CG 1938.JPG
23.0,87.4,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\aug_3793.jpg
23.1,90.0,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls25_lower.jpg
23.7,87.3,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls39.jpg
22.9,89.1,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\231f9534-833a-48b3-9da1-d3c4be1747e9___JR_Sept.L.S 2475.JPG
23.9,85.6,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\d7026729-ccc2-4818-b8a4-1e13120a4b7a___Keller.St_CG 1879.JPG
23.6,86.5,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\45c3dbbf-94eb-4e9e-9f09-b93609f6db7d___JR_Sept.L.S 2543.JPG
22.6,90.2,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\2e679a03-6f3e-45f9-a567-7ecc4a631d76___Keller.St_CG 1907_flipTB.JPG
22.2,91.1,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls62_change_180.jpg
23.2,87.2,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls77_change_270.jpg
23.0,87.7,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\eb604c74-9232-4a37-b420-4e4a20842e9c___Matt.S_CG 7574.JPG
22.9,85.6,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\4ff7ff02-1fce-4994-bea2-bc46bd60fa4f___JR_Sept.L.S 8501_flipTB.JPG
23.3,85.1,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\9f523eb3-820b-4627-b63a-8904c6b1fca0___Matt.S_CG 6704.JPG
20.9,92.1,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls84_change_90.jpg
22.8,85.1,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\4c245d49-912e-4521-a1ee-53df9f9a6959___Matt.S_CG 6295_180deg.JPG
22.5,87.1,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\aug_3799.jpg
23.0,89.0,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\2aeb1e96-7755-4378-b423-2f2116e56db6___JR_Sept.L.S 2570_180deg.JPG
23.4,87.7,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls49_change_90.jpg
23.5,88.2,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\a63b93a4-167f-4544-9a84-1e0d05bf35f6___Matt.S_CG 7623.JPG
23.7,86.1,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\2987271e-1fdf-4e7c-9c88-bbb4a50b98d3___JR_Sept.L.S 2525.JPG
23.9,85.3,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\cf1a0c09-a226-4b39-8b82-bed7a02dd411___Matt.S_CG 7807.JPG
22.9,89.3,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\79470ff5-d3dd-4de6-a21d-73def3c0d0fd___JR_Sept.L.S 2708.JPG
23.9,86.8,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\5f6a639a-a545-4778-b5e8-c45a62cacfe2___Matt.S_CG 0812.JPG
23.2,89.6,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\SS_ (605).jpg
23.3,85.9,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\f214d421-d6a3-4152-9e8f-db81ceb32dd1___Matt.S_CG 7811.JPG
23.0,88.6,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\b2fde426-21a4-4478-aa90-2924a65948d9___Matt.S_CG 7698.JPG
23.4,85.1,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\a8db14be-ab96-44bb-ae9c-fb3df15fb93e___Matt.S_CG 1063.JPG
21.8,85.4,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls74.jpg
22.4,85.1,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\aug_3858.jpg
21.2,85.3,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\d235a8c8-d714-404b-8a07-05706d2dec29___JR_Sept.L.S 8536.JPG
20.6,93.0,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\459141fb-4e81-4e44-a66a-0d4a629fa755___Matt.S_CG 2516.JPG
21.5,90.3,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\aug_3870.jpg
22.2,88.7,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\cd3b1a93-f5b4-406f-aa8a-640280edf543___Keller.St_CG 1860.JPG
