temp,humidity,predicted_disease,image_path
22.4,73.5,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_1481.jpg
22.4,75.5,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_2538.jpg
22.4,65.1,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\Powdery mildew (1822).jpg
22.4,67.3,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\Powdery mildew (2198).jpg
22.4,69.2,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_1538.jpg
22.5,79.1,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_1647.jpg
22.5,68.6,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\Powdery mildew (1872).jpg
22.5,72.8,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\Powdery mildew (2227).jpg
22.5,69.2,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_4989.jpg
22.5,72.0,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\Powdery mildew (1398).jpg
22.5,63.2,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_1192.jpg
22.5,66.7,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_2776.jpg
22.6,75.8,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\Powdery mildew (1458).jpg
22.6,77.6,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\Powdery mildew (1681).jpg
22.6,69.9,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_2632.jpg
22.6,69.0,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_4132.jpg
22.7,78.9,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_4603.jpg
22.7,68.9,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_3282.jpg
22.7,66.5,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_3680.jpg
22.7,63.6,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_2798.jpg
22.7,70.3,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_5333.jpg
22.8,61.0,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\Powdery mildew (1665).jpg
22.8,78.0,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_3243.jpg
22.8,60.6,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_2516.jpg
22.9,77.8,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_3700.jpg
22.9,61.6,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_1773.jpg
23.0,71.2,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_1706.jpg
23.0,68.4,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_1976.jpg
23.2,70.4,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_4548.jpg
23.2,78.8,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\Powdery mildew (1906).jpg
23.3,70.5,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_2694.jpg
23.3,64.3,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\Powdery mildew (2016).jpg
23.4,66.3,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_1504.jpg
23.4,70.2,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\Powdery mildew (1884).jpg
23.5,73.4,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_1191.jpg
23.5,65.0,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\Powdery mildew (2195).jpg
23.5,61.1,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_3509.jpg
23.6,69.0,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\Powdery mildew (1480).jpg
23.6,77.0,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\Powdery mildew (2261).jpg
23.6,80.0,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_2214.jpg
23.6,77.5,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_5285.jpg
23.6,61.1,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_3994.jpg
23.7,76.9,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_4969.jpg
23.7,71.6,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_5085.jpg
23.7,69.8,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_4822.jpg
23.8,74.0,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_2475.jpg
23.8,78.6,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_1466.jpg
23.8,79.2,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_3416.jpg
23.9,69.8,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\Powdery mildew (1887).jpg
23.9,66.9,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_3533.jpg
24.0,77.4,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_3477.jpg
24.1,65.7,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_5408.jpg
24.1,65.2,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_1963.jpg
24.1,71.0,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\Powdery mildew (1945).jpg
24.2,78.2,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_4574.jpg
24.2,70.2,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_2060.jpg
24.3,77.2,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_3330.jpg
24.3,63.0,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_4279.jpg
24.3,69.9,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_1745.jpg
24.4,65.1,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_4317.jpg
24.4,71.6,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_4646.jpg
24.4,70.1,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\Powdery mildew (1709).jpg
24.5,60.6,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_4539.jpg
24.5,68.1,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_2738.jpg
24.5,73.0,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\Powdery mildew (2053).jpg
24.6,65.0,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\Powdery mildew (1533).jpg
24.6,71.6,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_4879.jpg
24.7,62.5,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_3073.jpg
24.7,69.9,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_2573.jpg
24.8,70.9,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_5286.jpg
24.9,69.6,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_3203.jpg
24.9,64.9,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_2714.jpg
25.0,64.2,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\aug_2993.jpg
25.0,67.6,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\Powdery mildew (1526).jpg
25.0,69.6,Powdery mildew,D:\crops\dataset\Apple\Powdery mildew\Powdery mildew (2148).jpg
12.3,93.8,Scab,D:\crops\dataset\Apple\Scab\Scab (5307).jpg
12.3,91.1,Scab,D:\crops\dataset\Apple\Scab\Scab (5302).jpg
12.7,90.9,Scab,D:\crops\dataset\Apple\Scab\Scab (2588).jpg
12.9,92.8,Scab,D:\crops\dataset\Apple\Scab\Scab (2590).jpg
13.2,90.5,Scab,D:\crops\dataset\Apple\Scab\Scab (4485).jpg
13.5,91.5,Scab,D:\crops\dataset\Apple\Scab\Scab (3607).jpg
14.0,92.3,Scab,D:\crops\dataset\Apple\Scab\Scab (379).jpg
14.3,94.5,Scab,D:\crops\dataset\Apple\Scab\Scab (798).jpg
14.4,95.3,Scab,D:\crops\dataset\Apple\Scab\Scab (189).jpg
18.1,95.3,Scab,D:\crops\dataset\Apple\Scab\Scab (770).jpg
18.9,95.4,Scab,D:\crops\dataset\Apple\Scab\Scab (1812).jpg
19.2,92.6,Scab,D:\crops\dataset\Apple\Scab\Scab (3063).jpg
19.3,91.0,Scab,D:\crops\dataset\Apple\Scab\Scab (574).jpg
19.7,91.0,Scab,D:\crops\dataset\Apple\Scab\Scab (2445).jpg
19.8,90.6,Scab,D:\crops\dataset\Apple\Scab\Scab (2133).jpg
19.8,92.0,Scab,D:\crops\dataset\Apple\Scab\Scab (5242).jpg
19.8,92.3,Scab,D:\crops\dataset\Apple\Scab\Scab (4902).jpg
19.8,93.1,Scab,D:\crops\dataset\Apple\Scab\Scab (90).jpg
19.9,90.3,Scab,D:\crops\dataset\Apple\Scab\Scab (3158).jpg
